,id,tweets,links
1326094786789576704,1.3260947950901125e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/NGhJTtLyCE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/CeYqZsu66g  ","http://www.shitpostbot.com/template/tefl-teachers-tinder-599819502fd46
http://www.shitpostbot.com/sourceimage/california-raisins-57c20a17b759b"
1326087241605783553,1.3260872498726953e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/oSstrPKkWy‌‌ 
SOURCE IMAGE:‌‌ https://t.co/tiM2gQShbh  ","http://www.shitpostbot.com/template/relation-ship-57e3553b2747c
http://www.shitpostbot.com/sourceimage/zimbabwe-59bef2a8ad4fc"
1326079687873978368,1.3260796962248704e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/cf4s420dmS‌‌ 
SOURCE IMAGE:‌‌ https://t.co/53rN1vz6X8  ","http://www.shitpostbot.com/template/fortune-cookie-57b6e00b501fb
http://www.shitpostbot.com/sourceimage/goat-judge-57b352ea8e238"
1326072144065916928,1.3260721469935534e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/Ab2H45VuPl‌‌‌‌
2. https://t.co/0I4Yckfcf9    ","http://www.shitpostbot.com/sourceimage/monopoly-boi-59d428ba1739e
http://www.shitpostbot.com/sourceimage/ren-57d20c5787242"
1326072135819866112,1.326072144065917e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/8aCthKoOKt  ,http://www.shitpostbot.com/template/internet-pictures-evolution-57cb8ae67d581
1326064581920370690,1.3260645903257723e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/MJGmIrRrAD‌‌ 
SOURCE IMAGE:‌‌ https://t.co/Fm1utKjrac  ","http://www.shitpostbot.com/template/moms-meme-599f348c2bd08
http://www.shitpostbot.com/sourceimage/clorox-candy-57b5eca471c2e"
1326057031191638016,1.326057039416746e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/0m1mUDAmHt‌‌ 
SOURCE IMAGE:‌‌ https://t.co/lSNJiWsQiW  ","http://www.shitpostbot.com/template/frank-laid-58479ca17bd2f
http://www.shitpostbot.com/sourceimage/mace-em-57e18ceea42de"
1326049488415436800,1.3260494966740214e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/qlzEBBpD0d‌‌ 
SOURCE IMAGE:‌‌ https://t.co/xkiKBI0Jng  ","http://www.shitpostbot.com/template/jane-57c1beac130fc
http://www.shitpostbot.com/sourceimage/for-garlic-bread-memes-57dbeea233366"
1326041937862930432,1.3260419464780104e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/zDoLcSdQpE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/e0pypFXfc2  ","http://www.shitpostbot.com/template/mozmmz-57ea323dde1f2
http://www.shitpostbot.com/sourceimage/police-57df10a9f1011"
1326034398005825537,1.3260344006147727e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/gMTDtGTAiB‌‌‌‌
2. https://t.co/jc2arZzbQO    ","http://www.shitpostbot.com/sourceimage/jaunt-ron-57b236b6b56e6
http://www.shitpostbot.com/sourceimage/canada-57de19b744ff4"
1326034389747314689,1.3260343980058255e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/su7UL1PrbQ  ,http://www.shitpostbot.com/template/hillary-59b5990928533
1326026842403377152,1.326026850641064e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/osEqV6fqWC‌‌ 
SOURCE IMAGE:‌‌ https://t.co/TCkS6qJFgU  ","http://www.shitpostbot.com/template/what-is-dr-mario-playing-59fb5d4e6d299
http://www.shitpostbot.com/sourceimage/a-sein-wave-57bbe1c3af13d"
1326019286524104704,1.326019294606594e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/6MVWfMV7FZ‌‌ 
SOURCE IMAGE:‌‌ https://t.co/y9ovM452Uc  ","http://www.shitpostbot.com/template/dog-with-a-blog-57c7cb77ba5b0
http://www.shitpostbot.com/sourceimage/skeleton-57b21299db036"
1326011740690276352,1.3260117488355942e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/98WyVtSodE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/pH1dOIWKqP  ","http://www.shitpostbot.com/template/so-many-fake-smiles-5886bea84917b
http://www.shitpostbot.com/sourceimage/anti-bully-ranger-580ea527113ea"
1326004193535070209,1.3260042017517115e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/NZOp57P1gt‌‌ 
SOURCE IMAGE:‌‌ https://t.co/VpSp7x0tdI  ","http://www.shitpostbot.com/template/time-to-turn-off-57b26b3ab0fe8
http://www.shitpostbot.com/sourceimage/funny-american-58264b791338a"
1325996636800249858,1.3259966449245962e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/67y2GsTK7V‌‌ 
SOURCE IMAGE:‌‌ https://t.co/QwR6VFoVBz  ","http://www.shitpostbot.com/template/tloym-57b1f6405e461
http://www.shitpostbot.com/sourceimage/how-pitiful-dog-5a764b827ccdc"
1325989087958929410,1.3259890962008105e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/uLBH9byuAE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/qGB73eb1ph  ","http://www.shitpostbot.com/template/moses-girlfriend-57b1f7d6c79f9
http://www.shitpostbot.com/sourceimage/beautiful-5875af6e755ec"
1325981540938035200,1.3259815491547505e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/pJtywAp6qe‌‌ 
SOURCE IMAGE:‌‌ https://t.co/ghBX5wQCys  ","http://www.shitpostbot.com/template/cnn-nasa-life-on-mars-twitter-592497ae38985
http://www.shitpostbot.com/sourceimage/dont-touch-me-5964daecd3ed4"
1325973990238728192,1.32597399849737e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/AMJUKz8FJ6‌‌ 
SOURCE IMAGE:‌‌ https://t.co/552WYS2Qzf  ","http://www.shitpostbot.com/template/account-deleted-57c6294a68ccc
http://www.shitpostbot.com/sourceimage/animan-tiddys-5a5dc249b760e"
1325966436985163776,1.325966445528965e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/449a6OdDJm‌‌ 
SOURCE IMAGE:‌‌ https://t.co/PMD0l7MkNr  ","http://www.shitpostbot.com/template/true-marvel-fan-57c75e69e7955
http://www.shitpostbot.com/sourceimage/xxxtentacion-58a18dd933ceb"
1325958887070167044,1.3259588953245e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GMn6KrQGAG‌‌ 
SOURCE IMAGE:‌‌ https://t.co/3EujU9lpWX  ","http://www.shitpostbot.com/template/my-body-goal-587954ae306b0
http://www.shitpostbot.com/sourceimage/pissed-luigi-59a2ff4e3440c"
1325951353479442434,1.3259513563903058e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/0EOZLzmGuP‌‌‌‌
2. https://t.co/pcioAvRXTl    ","http://www.shitpostbot.com/sourceimage/transparent-cool-doggo-57e92dda9e298
http://www.shitpostbot.com/sourceimage/crazy-burns-57e5a507b1354"
1325951345237618691,1.3259513534794424e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/8Xd6NBfoET  ,http://www.shitpostbot.com/template/rememberthisguy-5848f9563eb84
1325943792667680768,1.3259438011401585e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Reo7cE2G01‌‌ 
SOURCE IMAGE:‌‌ https://t.co/tTkaEBNt0y  ","http://www.shitpostbot.com/template/pokemon-xy-57c2b6a88fab2
http://www.shitpostbot.com/sourceimage/turk-time-57f716afa86e5"
1325936244107436032,1.325936252517036e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GiqWcSYOif‌‌ 
SOURCE IMAGE:‌‌ https://t.co/bwCFeidSJX  ","http://www.shitpostbot.com/template/perhaps-589721419aaa8
http://www.shitpostbot.com/sourceimage/schmeat-581fd8a3d3be1"
1325928687880069121,1.3259286964825088e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/zgZ435j563‌‌ 
SOURCE IMAGE:‌‌ https://t.co/yntsy9Yrjq  ","http://www.shitpostbot.com/template/social-life-57b2a745274be
http://www.shitpostbot.com/sourceimage/disgust-583b29f43cec4"
1325921136253800448,1.3259211446339543e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/9EIHX5SOz9‌‌ 
SOURCE IMAGE:‌‌ https://t.co/7K95AyoMNV  ","http://www.shitpostbot.com/template/josuke-paper-suprise-58805a24aad87
http://www.shitpostbot.com/sourceimage/very-fast-doggo-57b1cea5d98b3"
1325913595490803714,1.3259135985106862e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/lPe9hgVBbx‌‌‌‌
2. https://t.co/K0FvfuRRyX    ","http://www.shitpostbot.com/sourceimage/reggie-57cbe4a82b047
http://www.shitpostbot.com/sourceimage/anime-george-costanza-58900de9e3b62"
1325913586947010566,1.3259135954908037e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/905VEzmfpB  ,http://www.shitpostbot.com/template/booty-57d820c657473
1325906035937259526,1.3259060444391055e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/zN0klJrqCL‌‌ 
SOURCE IMAGE:‌‌ https://t.co/GhArkEnSfE  ","http://www.shitpostbot.com/template/handicapped-memes-58d0eccb154bd
http://www.shitpostbot.com/sourceimage/monkle-57c0bf85ccffb"
1325898491655282688,1.3258984998886482e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/9k5kTQC5hl‌‌ 
SOURCE IMAGE:‌‌ https://t.co/gb9p1pglvI  ","http://www.shitpostbot.com/template/intelligent-boy-58842cd5e985f
http://www.shitpostbot.com/sourceimage/bdsm-57e9f07a1a984"
1325890942214295552,1.3258909516640338e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/8VSlVntuQD‌‌ 
SOURCE IMAGE:‌‌ https://t.co/WjOFVsvTAM  ","http://www.shitpostbot.com/template/d-exist-58269cec045e6
http://www.shitpostbot.com/sourceimage/very-angeryyy-57f8f6914224a"
1325883393767321600,1.3258834019923515e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/hQGywxoyeo‌‌ 
SOURCE IMAGE:‌‌ https://t.co/QrHENuKS8Q  ","http://www.shitpostbot.com/template/ready-to-die-58476ed7115e0
http://www.shitpostbot.com/sourceimage/screaming-pingu-58c6061facec2"
1325875844968042502,1.325875853557969e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/hMxvQX9YQ2‌‌ 
SOURCE IMAGE:‌‌ https://t.co/9aSOFYsBF2  ","http://www.shitpostbot.com/template/mario-3-57c387e724b10
http://www.shitpostbot.com/sourceimage/dew-57cf5156427bf"
1325868298601377792,1.3258683067844567e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/NCguPNfqtr‌‌ 
SOURCE IMAGE:‌‌ https://t.co/J6DBnOpXVz  ","http://www.shitpostbot.com/template/mfw-when-the-doctor-59218ba1bc97f
http://www.shitpostbot.com/sourceimage/hello-57b1c2e45204a"
1325860755137245195,1.3258607577418998e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/Rjh6g2s691‌‌‌‌
2. https://t.co/JReJNIVhYj    ","http://www.shitpostbot.com/sourceimage/there-was-an-attempt-57e6d35242cdd
http://www.shitpostbot.com/sourceimage/end-my-life-57b29a3a87283"
1325860747059081219,1.3258607551372452e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/O2dmM2IsrH  ,http://www.shitpostbot.com/template/adversity-58175cd978c5b
1325853200486965248,1.3258532032761938e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/zcDQ1vpizB‌‌‌‌
2. https://t.co/5cUx8D4VBD    ","http://www.shitpostbot.com/sourceimage/microphone-5868a521b1b67
http://www.shitpostbot.com/sourceimage/jap-man-57dc414c213ec"
1325853192085712896,1.3258532004869652e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/eZ6O18lTrr  ,http://www.shitpostbot.com/template/getting-yelled-at-57b862e943a3b
1325845641109581829,1.3258456493472563e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Rxx2ffkSft‌‌ 
SOURCE IMAGE:‌‌ https://t.co/ox5XeYHzHh  ","http://www.shitpostbot.com/template/damn-didnt-expect-it-to-be-57ba1b0ceaf83
http://www.shitpostbot.com/sourceimage/fat-cunt-5894d9eb7719d"
1325838098287169536,1.3258381010974351e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/UTbCbyWp6n‌‌‌‌
2. https://t.co/83OtFzT8yJ    ","http://www.shitpostbot.com/sourceimage/dogue-57d20b313f658
http://www.shitpostbot.com/sourceimage/mike-two-eyes-57b1eac62d2bc"
1325838089927979009,1.3258380982871695e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/jiloM6QT3c  ,http://www.shitpostbot.com/template/difference-of-animefan-and-otaku-57bb90b4cf78a
1325830543360077830,1.325830551748698e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/IQlN0f8tHf‌‌ 
SOURCE IMAGE:‌‌ https://t.co/UxUb1el3rv  ","http://www.shitpostbot.com/template/garbage-58a228bd091a1
http://www.shitpostbot.com/sourceimage/folder-head-57b1e45574c74"
1325822997731684354,1.3258230060489728e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/aUFRHVbfhx‌‌ 
SOURCE IMAGE:‌‌ https://t.co/V57kvmckZc  ","http://www.shitpostbot.com/template/fairly-odd-parents-57b5b6dea839f
http://www.shitpostbot.com/sourceimage/otaku-57b29a1e165f5"
1325815451725811712,1.3258154600934523e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/UlFl737o1z‌‌ 
SOURCE IMAGE:‌‌ https://t.co/MKCQdoBDKm  ","http://www.shitpostbot.com/template/what-men-think-about-in-bed-58b26b91b7560
http://www.shitpostbot.com/sourceimage/smile-restored-guts-58b315f5dbc59"
1325807893447397377,1.3258079015424082e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/uiquU3oYAE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/UTDE3MnOla  ","http://www.shitpostbot.com/template/extremely-powerful-580261a16c3b1
http://www.shitpostbot.com/sourceimage/good-57f43c0fe136b"
1325800360552910848,1.3258003632749322e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/GJnHADO1HQ‌‌‌‌
2. https://t.co/PyTKxL9gGK    ","http://www.shitpostbot.com/sourceimage/gaston-5889c740cc2ca
http://www.shitpostbot.com/sourceimage/robbie-smirk-581e8ad5374d6"
1325800352327888897,1.3258003605529108e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/lpVOlUxYSu  ,http://www.shitpostbot.com/template/mario-64-57cc7a7cec8e3
1325792793256718340,1.3257928013936968e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/oJs5K1GpCk‌‌ 
SOURCE IMAGE:‌‌ https://t.co/D3QVyMeVNi  ","http://www.shitpostbot.com/template/childhood-57c51eb922acc
http://www.shitpostbot.com/sourceimage/ducc-succ-57c2ea1990903"
1325785246592348160,1.325785254985159e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Xo6u9CBHjz‌‌ 
SOURCE IMAGE:‌‌ https://t.co/PhGRfTgDMX  ","http://www.shitpostbot.com/template/shit-ultra-hd-58b89df1805eb
http://www.shitpostbot.com/sourceimage/garfield-gets-lung-cancer-5935a6793ced4"
1325777701928579072,1.325777704646566e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/zPNhOTrkEe‌‌‌‌
2. https://t.co/pwlwlyIffX    ","http://www.shitpostbot.com/sourceimage/joji-3-57e4354648ef2
http://www.shitpostbot.com/sourceimage/sad-sponge-57b345273ad1d"
1325777693699432450,1.325777701928579e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/YdviDQXp83  ,http://www.shitpostbot.com/template/upgrades-57e04d58b39f9
1325770153850793991,1.3257701625204165e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/BgwUnGF0e7‌‌ 
SOURCE IMAGE:‌‌ https://t.co/coQ0imkxjm  ","http://www.shitpostbot.com/template/memepageadmin-57edd6563f376
http://www.shitpostbot.com/sourceimage/the-golden-trash-57b5174bd5a3d"
1325762594192453632,1.3257626023209984e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/kbflMO3H8X‌‌ 
SOURCE IMAGE:‌‌ https://t.co/is7Gl7WSmt  ","http://www.shitpostbot.com/template/everybody-poops-57be6b725456f
http://www.shitpostbot.com/sourceimage/zimbabwe-589a472198dc4"
1325755055308500999,1.3257550580599398e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/kWyLUDWw92‌‌‌‌
2. https://t.co/I9dWjdnJd4    ","http://www.shitpostbot.com/sourceimage/perhaps-58915839d37ed
http://www.shitpostbot.com/sourceimage/ugh-buddy-587c1bdae4132"
1325755046911471616,1.325755055308501e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/isUAJuBe0z  ,http://www.shitpostbot.com/template/trump-57c4523876574
1325747502499442689,1.3257475111019725e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/k9Y3ouXwOD‌‌ 
SOURCE IMAGE:‌‌ https://t.co/yofhd2H9iT  ","http://www.shitpostbot.com/template/saxton-pad-59e6ed35b5564
http://www.shitpostbot.com/sourceimage/banana-terrorist-594c38e1a8c28"
1325739945722580992,1.3257399541867028e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/hNErJ6UOZ0‌‌ 
SOURCE IMAGE:‌‌ https://t.co/8fUxqpskNg  ","http://www.shitpostbot.com/template/psychic-57b45ec35c290
http://www.shitpostbot.com/sourceimage/aj-58051bdc15ddb"
1325732393890832390,1.3257324021452268e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Y1Of0Lt1Dh‌‌ 
SOURCE IMAGE:‌‌ https://t.co/6ccBJSgqeF  ","http://www.shitpostbot.com/template/images-like-these-57c5015d440ad
http://www.shitpostbot.com/sourceimage/walt-57b7f44a33d3a"
1325724843870924801,1.325724852251218e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/oGr5wIcswL‌‌ 
SOURCE IMAGE:‌‌ https://t.co/pM2J1cNomX  ","http://www.shitpostbot.com/template/is-it-porn-100-it-is-57cc7cbac6fd0
http://www.shitpostbot.com/sourceimage/aerodynamics-of-a-cow-5887700be92ab"
1325717294857801729,1.3257173029611807e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/JL7zUE9SOC‌‌ 
SOURCE IMAGE:‌‌ https://t.co/YfqWRDzNmC  ","http://www.shitpostbot.com/template/jontron-pain-58c6fb7c29ace
http://www.shitpostbot.com/sourceimage/p-a-s-t-a-5804397533557"
1325709747006353408,1.325709755264938e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/f1E51yOhOl‌‌ 
SOURCE IMAGE:‌‌ https://t.co/az5wzPb5ge  ","http://www.shitpostbot.com/template/life-58cc5d5796b36
http://www.shitpostbot.com/sourceimage/fruitypebbles-57b1dccfece67"
1325702199444459520,1.325702207753384e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/zwjPPZfTv8‌‌ 
SOURCE IMAGE:‌‌ https://t.co/Wqac8xtWf7  ","http://www.shitpostbot.com/template/haters-will-say-its-photoshop-57b2609e73fa2
http://www.shitpostbot.com/sourceimage/baby-fish-head-57b2e46b484fe"
1325694643397423104,1.3256946555692603e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/7PbOUNwQ34‌‌ 
SOURCE IMAGE:‌‌ https://t.co/xtUy7kPLIM  ","http://www.shitpostbot.com/template/home-alone-57b8458f65ccb
http://www.shitpostbot.com/sourceimage/concaved-58300ee43f071"
1325687108611284992,1.3256871105909965e+18,".@ShitpostBot5000 3. https://t.co/nh1KD9ZSse‌‌‌‌
4. https://t.co/5gPInxj9nw    ","http://www.shitpostbot.com/sourceimage/chill-cat-57dcc02f75726
http://www.shitpostbot.com/sourceimage/kiss-me-fat-boy-57bc8671dcc5f"
1325687105868210176,1.325687108611285e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/VvYcjqixIW‌‌‌‌
2. https://t.co/f1PUTtEg2Y    ","http://www.shitpostbot.com/sourceimage/the-believings-in-yourself-58f294122f893
http://www.shitpostbot.com/sourceimage/plug-57c3b7cbb92c4"
1325687097475338242,1.3256871058682102e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/4dhYQ8519L  ,http://www.shitpostbot.com/template/russian-spies-587085370ac66
1325679543877832704,1.3256795524132332e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/SgsuvNnZN5‌‌ 
SOURCE IMAGE:‌‌ https://t.co/jD0JjdCBhQ  ","http://www.shitpostbot.com/template/fake-news-596134da5d50f
http://www.shitpostbot.com/sourceimage/provide-thee-succ-57b1ce9147555"
1325672005279084545,1.3256720080934052e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/VCY3kCOdAg‌‌‌‌
2. https://t.co/eg2EIJbt2F    ","http://www.shitpostbot.com/sourceimage/emojis-57b411753ec70
http://www.shitpostbot.com/sourceimage/suckedin-57e5a32ab178d"
1325671996835962881,1.3256720052790843e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/K6haSb6s0R  ,http://www.shitpostbot.com/template/419-420-57f31c1e3e7d7
1325664452046368770,1.3256644601204777e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/nZKGsnUY3K‌‌ 
SOURCE IMAGE:‌‌ https://t.co/dO0en2oaQv  ","http://www.shitpostbot.com/template/in-the-aeroplane-over-the-meme-57b206b62ff59
http://www.shitpostbot.com/sourceimage/sad-gokart-58ac25656cc0b"
1325656898163658754,1.3256569064180326e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/vTSDIH4RbE‌‌ 
SOURCE IMAGE:‌‌ https://t.co/3oOG4Y83i5  ","http://www.shitpostbot.com/template/a-baby-is-born-57b187ef55a61
http://www.shitpostbot.com/sourceimage/delet-this-5813fcaf41b38"
1325649351042084864,1.3256493592335688e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/WCsjETGvHG‌‌ 
SOURCE IMAGE:‌‌ https://t.co/prxbWdthbw  ","http://www.shitpostbot.com/template/mario-64-57b2e17accfad
http://www.shitpostbot.com/sourceimage/steamed-hams-57e0668fa67a0"
1325641801068326912,1.325641809326977e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/lRqv6weT8K‌‌ 
SOURCE IMAGE:‌‌ https://t.co/4LH0VJPHpC  ","http://www.shitpostbot.com/template/zizek-disapproves-of-your-porn-58870406d7340
http://www.shitpostbot.com/sourceimage/nan-57b2213c2ee80"
1325634251258290177,1.3256342594832998e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/6sWKf2aQAi‌‌ 
SOURCE IMAGE:‌‌ https://t.co/aUcoe1sRc8  ","http://www.shitpostbot.com/template/tom-57b1cb6c3d534
http://www.shitpostbot.com/sourceimage/new-spyro-burn-57d3bbce94e2f"
1325626712164622336,1.3256267148279767e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/nLjTIYrbj0‌‌‌‌
2. https://t.co/trJPKbCqcP    ","http://www.shitpostbot.com/sourceimage/skeleman-57c3cbd31ede0
http://www.shitpostbot.com/sourceimage/taco-baby-57e40dcc4b601"
1325626703947980801,1.3256267121646223e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/vxs2DQRhwH  ,http://www.shitpostbot.com/template/saucy-sawnik-57defed8a6620
1325619148144201734,1.3256191570528911e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Hkpl2Bd01Y‌‌ 
SOURCE IMAGE:‌‌ https://t.co/5Ifa74KoRz  ","http://www.shitpostbot.com/template/when-the-vitamin-gummies-kick-in-57f324cf343d4
http://www.shitpostbot.com/sourceimage/nothing-personnel-kid-582d1e3c357ed"
1325611600099880961,1.325611608136147e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/x3ANeq8iYI‌‌ 
SOURCE IMAGE:‌‌ https://t.co/FAegQY3zEO  ","http://www.shitpostbot.com/template/texty-57bb4364c9be9
http://www.shitpostbot.com/sourceimage/im-11-57b1d2f92aebf"
1325604052240052224,1.325604060481921e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/XVjAYdbApI‌‌ 
SOURCE IMAGE:‌‌ https://t.co/xbYhvYT70Z  ","http://www.shitpostbot.com/template/spotted-58e52c353e427
http://www.shitpostbot.com/sourceimage/jimmys-head-58adb40b9b5d3"
1325596502593572864,1.3255965107095675e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Uu1HZuIpj1‌‌ 
SOURCE IMAGE:‌‌ https://t.co/PEc4jEJepp  ","http://www.shitpostbot.com/template/first-look-at-super-mario-64-584899f5c176c
http://www.shitpostbot.com/sourceimage/h3h3-game-crazy-57c223449df9c"
1325588953580310529,1.3255889619018834e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/bGCUYneFkD‌‌ 
SOURCE IMAGE:‌‌ https://t.co/jfQExQpiDL  ","http://www.shitpostbot.com/template/do-u-think-shes-cute-59cb2c6a4afc9
http://www.shitpostbot.com/sourceimage/angerycup-59dfb6b20806c"
1325581401945681920,1.3255814103049298e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/BtlejM7osc‌‌ 
SOURCE IMAGE:‌‌ https://t.co/xX1cYtbBOC  ","http://www.shitpostbot.com/template/yes-roundabout-585bf25726ba6
http://www.shitpostbot.com/sourceimage/djfedora-5898f1656e74d"
1325573851351289857,1.325573859752505e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/jQY6hmwoyd‌‌ 
SOURCE IMAGE:‌‌ https://t.co/jc8O3Knfco  ","http://www.shitpostbot.com/template/see-photo-585620dc2a99c
http://www.shitpostbot.com/sourceimage/shrug-57caf90b1ee83"
1325566300706512896,1.325566309061505e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/DeJRBiqoc6‌‌ 
SOURCE IMAGE:‌‌ https://t.co/gxdiiGfXVo  ","http://www.shitpostbot.com/template/bobby-with-that-tool-57b92f17c77cb
http://www.shitpostbot.com/sourceimage/doggobleh-584aafeebaf67"
1325558755988221953,1.3255587647837266e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/laqAbo0szR‌‌ 
SOURCE IMAGE:‌‌ https://t.co/JlA1LavApX  ","http://www.shitpostbot.com/template/i-couldve-been-an-artist-57dab92d7402f
http://www.shitpostbot.com/sourceimage/clippy-57e18e5234979"
